OpportunityId,Title,Agency,Source,PostDate,CloseDate,Description,TotalScore,CreatedAt,UpdatedAt,OpportunityUrl
29ff8624df73d9704bb5d7596d625402,Research Projects to Enhance Applicability of Mammalian Models for Translational Research (R01 Clinical Trial Not Allowed),National Institutes of Health,Grants.gov,2024-11-06T00:00:00.0000000,2026-09-08T00:00:00.0000000,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) invites applications for projects to expand, improve, or transform the utility of mammalian cancer and tumor models for translational research. With this NOFO, the NCI intends to encourage submission of projects devoted to demonstrating that mammalian models or their derivatives used for translational research are robust representations of human biology, are appropriate to test questions of clinical importance, and provide reliable information for patients&apos; benefit. These practical goals contrast with the goals of many mechanistic, NCI-supported R01 projects that employ mammals, or develop and use mammalian cancer models, transplantation tumor models, or models derived from mammalian or human tissues or cells for hypothesis-testing, non-clinical research. Among many other possible endeavors, applicants in response to this FOA could propose demonstrations of how to overcome translational deficiencies of mammalian oncology models, define new uses of mammalian models or their genetics for unexplored translational challenges, advance standard practices for use of translational models, test approaches to validate and credential models, or challenge current practices for how models are used translationally",8.30,2025-01-14T16:44:19.2400000,2025-01-14T16:44:19.2400000,
2a02d14d6694626a36aca1ca08fe0e15,"F--Water Assistance Technical Emergency Response ",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ac523e3cc4f641b3a096790c6cc595f1,13.57,2025-01-14T16:44:17.0330000,2025-01-14T16:44:17.0330000,
2a07360ccec41228c773c8d25079fd05,HEAL Initiative-Early-Stage Discovery of New Pain Targets Within the Understudied Druggable Proteome (R03 Clinical Trial Not Allowed),National Institutes of Health,Grants.gov,2024-12-11T00:00:00.0000000,2026-07-17T00:00:00.0000000,"The purpose of this notice of funding opportunity (NOFO) is to solicit applications for pilot projects to identify new druggable targets for pain within the understudied druggable proteome. Awards will support generation of preliminary data and/or tools around eligible understudied protein(s) listed in this NOFO. This NOFO is intended to jumpstart research on understudied proteins within the context of pain and pain management and provide applicants with sufficient funding to perform basic biochemical and/or biological work to further the characterization of understudied proteins to identify new druggable targets for pain. This NOFO is part of the NIH Helping to End Addiction Long Term (HEAL) initiative to accelerate the development of novel medications to treat all aspects of the opioid addiction cycle, including progression to chronic use, withdrawal symptoms, craving, relapse, and overdose.",8.91,2025-01-14T16:44:20.8630000,2025-01-14T16:44:20.8630000,
2a0e1f43ed299226a305615e894f84f2,U.S. EMBASSY LA PAZ PD ANNUAL PROGRAM STATEMENT,"U.S. Mission to Bolivia ",Grants.gov,2024-11-18T00:00:00.0000000,2025-08-01T00:00:00.0000000,"THIS NOTICE IS SUBJECT TO AVAILABILITY OF FUNDING I. FUNDING OPPORTUNITY DESCRIPTION The U.S. Embassy La Paz, Public Diplomacy (PD) Section of the U.S. Department of State is pleased to announce that funding is available through its Public Diplomacy Small Grants Program. This is an Annual Program Statement, outlining our funding priorities, the strategic themes we focus on, and the procedures for submitting requests for funding. Please carefully follow all instructions below. Purpose of Small Grants: PD La Paz invites proposals for programs that strengthen people-to-people ties between the United States and Bolivia through cultural, educational, professional and scientific exchanges that highlight shared values and promote bilateral cooperation. All programs must include an U.S. cultural element, or connection with U.S. expert/s, organization/s, or institution/s in a specific field that will promote increased understanding of U.S. policy and perspectives. The PD Small Grants Program projects may include, but is not limited to: - Lectures, seminars, and speaker programs; - Artistic and cultural workshops, joint performances, and exhibitions; - Cultural heritage conservation and preservation projects; - Professional, cultural or academic exchanges and projects (including virtual exchanges with U.S. experts or communities); - Professional development workshops and training. Priority Funding Areas: The Grants Program seeks to strengthen the bilateral relationship between the United States and Bolivia by awarding grants to non-profit organizations and individuals for projects that address the following priority areas: Support Bolivia&#8217;s Diversified Economy Projects that support Bolivia&#8217;s inclusive growth in the social, economic, cultural and educational sectors. Projects that promote entrepreneurship, business management, and participation in the formal economy and financial system among vulnerable, rural or marginalized populations. Projects that promote English language education in Bolivia as a tool to improve access to opportunities for Bolivian youth and marginalized communities and promote inclusive economic growth. Advance Gender Equality Projects that promote opportunities for equal representation for women and girls in a variety of fields. Prevent or Counter Gender-Based-Violence Projects that seek to mitigate gender-based violence and empower survivors of human trafficking, sexual trauma, and/or domestic violence. Proposals may include people of all genders and sexual orientations. Build Civil Society&#8217;s Capacity to Address Climate Change and Sustainably Manage Bolivia&#8217;s Natural Resources Projects aimed at supporting Bolivian communities&#8217; efforts to combat illegal mining; to prevent human, wildlife and antiquities trafficking; to slow the effects of climate change and reduce environmental spillage or pollution. Support Freedom of Speech and the Press Projects related to freedom of the press that improve the quality of investigative journalism and transparency and enhance accountability and freedom of expression. Projects that seek to improve media literacy and enhance public capacity to recognize disinformation. Strengthen U.S.-Bolivian Partnerships Through Public Diplomacy Programs Projects that strengthen lasting partnerships between citizens of the United States and Bolivia, especially outside major urban areas. Projects that support educational exchange, the internationalization of higher education, and U.S.-Bolivia partnerships in Science, Technology, Engineering, Arts and Mathematics (STEAM) among Bolivian youth. Priority will be given to projects that encourage social development and help reduce inequality, especially among marginalized populations. The following types of programs are not eligible for funding: &#183; Programs relating to partisan political activity; &#183; Requests by organizations and individuals who are neither Bolivian nor American; &#183; Charitable, humanitarian, social welfare, or development activities; &#183; Construction projects; &#183; Programs that support specific religious activities; &#183; International travel, unless specifically justified within the project and in line with the Fly America Act (see more at https://www/gsa/gov/policy-regulations/policy/travel-management-policy/fly-america-act); &#183; Trade activities; &#183; Fund-raising campaigns; &#183; Commercial projects; &#183; Lobbying for specific legislation or programs; &#183; Scientific research; &#183; Programs intended primarily for the growth or institutional development of the organization; or &#183; Programs that duplicate existing programs. Although on rare occasions PD does fund the travel of U.S. experts who are participating in conferences in Bolivia, such programs must be part of wider public programming coordinated with the U.S. Embassy, rather than limited to the presentation of scientific or academic research or participation in a single conference or event. NOTE: &#183; Proposals will be considered and funded on a rolling basis until the final July 31st, 2025 deadline. &#183; Prospective grantees will typically receive a decision within 90 days, or as funds become available. &#183; The time required to finalize an award and disburse funds after a proposal is selected for funding ranges from 1 to 3 months. Applicants are, therefore, encouraged to apply 4 to 6 months before the start date of the proposed activity. II. FEDERAL AWARD INFORMATION Length of performance period: 2 to 24 months Number of awards anticipated: 15 awards Award amounts: awards may range from a minimum of $5,000 (*) to a maximum of $40,000 (*) (*) Exceptions will be considered on a case-by-case basis. Type of Funding: Fiscal Year 2025 Public Diplomacy Funding Funding Instrument Type: Grants, Grants to Individuals, Fixed Amount Awards, or Cooperative Agreements. Cooperative Agreements are different from grants in that PD staff are more actively involved in proposal execution and anticipate having moderate to substantial involvement once the award has been made. III. ELIGILIBITY INFORMATION 1. Eligible Applicants: The U.S. Embassy La Paz Public Diplomacy Section encourages applications from U.S. or Bolivian citizens and/or organizations, including: &#183; Registered public and private non-profit organizations, including think tanks and civil society/non-governmental organizations with programming experience &#183; Individuals Non-profit or governmental educational institutions Governmental institutions For-profit or commercial entities are not eligible to apply. 2. Cost Sharing or Matching: Cost sharing is not required but is encouraged. When cost sharing is offered, it is understood and agreed that the applicant must provide the amount of cost sharing as stipulated in its proposal. 3. Other Eligibility Requirements: In order to be eligible to receive an award, all organizations must have a Unique Entity Identifier (UEI) number issued via www.SAM.gov. A valid registration on www.SAM.gov is strongly encouraged as well. Please see Section C.2 for more information. Individuals are not required to have a UEI or be registered in SAM.gov. IV. APPLICATION REQUIREMENTS The U.S. Embassy La Paz Public Diplomacy Section will accept proposals throughout the year and will review proposals as funding becomes available. Once the U.S. Embassy confirms receipt of the proposal via e-mail correspondence, the review and selection process may take up to three months. Applicants are encouraged to submit proposals as early as possible prior to the proposed activity start date. Content and Form of Application Submission: Please see the complete APS in the link provided ",21.39,2025-01-14T16:44:19.6670000,2025-01-14T16:44:19.6670000,
2a22b15954cb04fc26cc199e47a9f968,"NIAID, NIDDK, NIDA, and NIAAA Research Opportunities for New and &quot;At-Risk&quot; Investigators (R01 Clinical Trial Optional)",National Institutes of Health,Grants.gov,2024-12-31T00:00:00.0000000,2025-09-08T00:00:00.0000000,"SRF Reissue - The purpose of this notice of funding opportunity (NOFO) is to encourage applications for research projects within the mission of either the NIAID mission or the NIDDK. This NOFO seeks to support either (a) a New Investigator (NI), an individual who has not previously competed successfully for substantial, independent funding from NIH, or (b) are an &apos;At-Risk&apos; investigator, an individual who had prior support as a PD/PI on a substantial independent research award and unless successful in securing a substantial research grant award in the current fiscal year, will have no substantial research grant funding in the following fiscal year, from diverse backgrounds, including those from groups underrepresented in the health-related sciences. The purpose of this funding opportunity announcement is to encourage applications for research projects within the mission of either the NIAID or the NIDDK.",28.00,2025-01-14T16:44:21.4770000,2025-01-14T16:44:21.4770000,
2a508a33be4a30e44b1634d7f9390216,Fiscal Year (FY) 2025 AmeriCorps State and National Native Nation Grants,AmeriCorps,Grants.gov,2024-12-12T00:00:00.0000000,2025-04-10T00:00:00.0000000,"AmeriCorps improves lives, strengthens communities, and fosters civic engagement through service and volunteering. AmeriCorps brings people together to tackle some of the country&#8217;s most pressing challenges through national service and volunteerism.&#8239;AmeriCorps members serve with organizations dedicated to the improvement of communities and those serving. AmeriCorps grants are awarded to eligible organizations engaging AmeriCorps members in evidence-based or evidence-informed interventions to strengthen communities. An AmeriCorps member is person who does community service through AmeriCorps. Members may receive a living allowance and other benefits. After successful completion of their service, members earn a Segal AmeriCorps Education Award they can use to pay for higher education expenses or apply to qualified student loans. ",20.07,2025-01-14T16:44:20.8630000,2025-01-14T16:44:20.8630000,
2a81e32ccb1c911aceab359b6103feca,HIV Prevention Among Adolescent Girls and Young Women and Other Vulnerable Youth Populations - DREAMS North,South Africa USAID-Pretoria,Grants.gov,2024-12-13T00:00:00.0000000,2025-02-12T00:00:00.0000000,"The goal of this Activity &quot;HIV Prevention Among Adolescent Girls and Young Women and Other Vulnerable Youth Populations - DREAMS North&quot; is to: substantially lower HIV incidence among adolescent girls and young women (AGYW) ages 10-24 in the below geographic areas of highest HIV incidence and prevalence. It is envisioned that this goal will be achieved by improving AGYW access to a comprehensive package of evidence-based/informed, age-appropriate prevention interventions that address biological, behavioral, and socio-economic determinants of HIV risk, and by prioritizing the supply of contraception, STI treatment, and Post Exposure Prophylaxis (PEP). This Activity is anticipated to encompass three provinces: Mpumalanga (Gert Sibanda, Nkangala, and Ehlanzeni), Gauteng (City of Johannesburg and Sedibeng), and Limpopo (Mopani and Capricorn).",10.59,2025-01-14T16:44:21.0630000,2025-01-14T16:44:21.0630000,
2a8d46f2e8b8d1157fac50afc2523031,Shared Instrumentation Grant (SIG) Program (S10 Clinical Trial Not Allowed),National Institutes of Health,Grants.gov,2024-10-29T00:00:00.0000000,2027-06-02T00:00:00.0000000,"The Shared Instrument Grant (SIG) Program encourages applications from groups of NIH-supported investigators to purchase or upgrade a single item of high-priced, specialized, commercially available instruments or integrated instrumentation system. The minimum award is $50,000. There is no maximum price limit for the instrument; however, the maximum award is $750,000. Instruments supported include, but are not limited to: light microscopes, biomedical imagers, mass spectrometers, nuclear magnetic resonance spectrometers, flow cytometers, DNA and protein sequencers, biosensors, and X-ray diffractometers.",11.04,2025-01-14T16:44:19.2330000,2025-01-14T16:44:19.2330000,
2a9118bb8d4b0d5b3a30d48eb007a3f1,ROSES 2024: A.63 Ecohydrology,NASA Headquarters,Grants.gov,2024-11-27T00:00:00.0000000,2025-03-20T00:00:00.0000000,"Please note that this program requests optional Notices of Intent, which are due via NSPIRES by January 16, 2025. See the full posting on NSPIRES for details. Proposers must retrieve the instructions document (zip file) associated with the application package for this opportunity as there is at least one required form that must be attached to the submitted proposal package. The National Aeronautics and Space Administration (NASA) Science Mission Directorate (SMD) released its annual omnibus Research Announcement (NRA), Research Opportunities in Space and Earth Sciences (ROSES) &#8211; 2024 (OMB Approval Number 2700-0092, CFDA Number 43.001) on February 14, 2024. In this case &quot;omnibus&quot; means that this NRA has many individual program elements, each with its own due dates and topics. All together these cover the wide range of basic and applied supporting research and technology in space and Earth sciences supported by SMD. Awards will be made as grants, cooperative agreements, contracts, and inter- or intra-agency transfers, depending on the nature of the work proposed, the proposing organization, and/or program requirements. However, most extramural research awards deriving from ROSES will be grants, and many program elements of ROSES specifically exclude contracts, because contracts would not be appropriate for the nature of the work solicited. The typical period of performance for an award is three years, but some programs may allow up to five years and others specify shorter periods. In most cases, organizations of every type, Government and private, for profit and not-for-profit, domestic and foreign (with some caveats), may submit proposals without restriction on teaming arrangements. Tables listing the program elements and due dates (Tables 2 and 3), a table that provides a very top level summary of proposal contents (Table 1), and the full text of the ROSES-2024 &quot;Summary of Solicitation&quot;, may all be found NSPIRES at http://solicitation.nasaprs.com/ROSES2024. This synopsis is associated with one of the individual program elements within ROSES, but this is a generic summary that is posted for all ROSES elements. For specific information on this particular program element download and read the PDF of the text of this program element by going to Tables 2 or 3 of this NRA at http://solicitation.nasaprs.com/ROSES2024table2 and http://solicitation.nasaprs.com/ROSES2024table3, respectively, click the title of the program element of interest, a hypertext link will take you to a page for that particular program element. On that page, on the right side under &quot;Announcement Documents&quot; the link on the bottom will be to the PDF of the text of the call for proposals. For example, if one were interested in The Lunar Data Analysis Program (NNH24ZDA001N-LDAP) one would follow the link to the NSPIRES page for that program element and then to read the text of the call one would click on &#8220;C.8 Lunar Data Analysis Program (.pdf)&#8221; to download the text of the call. If one wanted to set it into the context of the goals, objectives and know the default rules for all elements within Appendix C, the planetary science division, one might download and read &#8220;C.1 Planetary Science Research Program Overview (.pdf)&#8221; from that same page. While the letters and numbers are different for each element within ROSES (A.12, B.7, etc.) the basic configuration is always the same, e.g., the letter indicates the Science Division (A is Earth Science, B is Heliophysics etc.) and whatever the letter, #1 is always the division overview. Frequently asked questions for ROSES are posted at http://science.nasa.gov/researchers/sara/faqs. Questions concerning general ROSES-2024 policies and procedures may be directed to Max Bernstein, Lead for Research, Science Mission Directorate, at sara@nasa.gov, but technical questions concerning specific program elements should be directed to the point(s) of contact for that particular element, who may be found either at the end of the individual program element in the summary table of key information or on the web list of topics and points of contact at: http://science.nasa.gov/researchers/sara/program-officers-list. Not all program elements are known at the time of the release of ROSES. To be informed of new program elements or amendments to this NRA, proposers may subscribe to: (1) The SMD mailing lists (by logging in at http://nspires.nasaprs.com and checking the appropriate boxes under &quot;Account Management&quot; and &quot;Email Subscriptions&quot;), (2) The ROSES-2024 blog feed for amendments, clarifications, and corrections to at https://science.nasa.gov/researchers/solicitations/roses-2024/, and (3) The ROSES-2024 due date Google calendars (one for each science division). Instructions are at https://science.nasa.gov/researchers/sara/library-and-useful-links (link from the words due date calendar). ",17.59,2025-01-14T16:44:20.6270000,2025-01-14T16:44:20.6270000,
2aae5c5de1ab153465ae706d6eee3edc,NIDCR Prospective Observational or Biomarker Validation Study Cooperative Agreement (U01 Clinical Trial Not Allowed),National Institutes of Health,Grants.gov,2024-12-05T00:00:00.0000000,2026-05-08T00:00:00.0000000,"This purpose of this NOFO is to support, through the cooperative agreement mechanism, investigator-initiated observational studies or biomarker validation studies that require prospective collection of data/biospecimens or continued analysis of data/biospecimens collected as part of a previous NIDCR cooperative agreement.",6.84,2025-01-14T16:44:20.8600000,2025-01-14T16:44:20.8600000,
2ab90ecf81ef4431ec047974468d0cd0,"66--DETECTOR,RESISTANCE",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=212fc45a2dd542ad91802cbe1afec00b,12.60,2025-01-14T16:44:18.0330000,2025-01-14T16:44:18.0330000,
2b677f0a0385db713aeb9e73f79ee5cd,Dual Monitor Arm Stand,Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=19950ae6873445dbaa2d01d7ad771d38,9.46,2025-01-14T16:44:18.0370000,2025-01-14T16:44:18.0370000,
2b8e18b5dbc85db383f45c263b1dca74,"76--MARKER,IDENTIFICATI",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=3aa81104b84e440b98d89dba21b66899,11.40,2025-01-14T16:44:17.8730000,2025-01-14T16:44:17.8730000,
2bbeaa153e56ac46ca92bdff866bcf38,BJA FY25 DOJ Jails and Justice Support Center,Bureau of Justice Assistance,Grants.gov,2025-01-10T00:00:00.0000000,2025-03-05T00:00:00.0000000,"This funding opportunity seeks a training and technical assistance (TTA) provider to operate the DOJ Jails and Justice Support Center (JJSC), which assists state and local leaders in creating and sustaining safe and effective environments for people who visit, live, and work in jails. The Center provides the nation&#8217;s jails with information, resources, training, and technical assistance focused on core topics such as screening and assessment, medical and behavioral health, use of force, leadership and culture, human capital, operations, programming, and reentry.",21.65,2025-01-14T16:44:21.6930000,2025-01-14T16:44:21.6930000,
2bca399a239bb8b83ae7491b6e9fb20f,Sea Grant Programs Only - FY2025 Disaster Preparedness for Coastal Communities,DOC NOAA - ERA Production,Grants.gov,2024-11-27T00:00:00.0000000,2025-04-03T00:00:00.0000000,"The National Sea Grant College Program was enacted by the U.S. Congress in 1966 (amended in 2020, Public Law 116-221) to support leveraged federal and state partnerships that harness the intellectual capacity of the nation&#8217;s universities and research institutions to solve problems and generate opportunities in coastal communities. The National Sea Grant Office (NSGO) anticipates that approximately $900,000 in FY 2025 federal funds will be available to individual Sea Grant programs in order to support innovative all-hazard preparedness, response, and recovery initiatives for coastal communities. The most competitive applications submitted for this opportunity will do the following: &#8226; Address a disaster preparedness gap or need of an underserved or vulnerable coastal community; &#8226; Enable coastal communities to reduce disaster impacts and reach recovery more quickly; and &#8226; Feature innovative techniques, ideas, or solutions. This opportunity is only open to existing institutional Sea Grant programs. All projects must take place within the United States or territories or their respective waterways. Applicant organizations must complete and maintain three registrations to be eligible to apply for or receive an award. These registrations include SAM.gov, Grants.gov, and eRA Commons. All registrations must be completed prior to the application being submitted. The complete registration process for all three systems can take 4 to 6 weeks, so applicants should begin this activity as soon as possible. If an eligible applicant does not have access to the internet, please contact the Agency Contacts listed in Section VII for submission instructions. NOAA has created a guide to aid applicants format application packages to eRA: Tips and Tricks for Successful eRA Submissions, linked here. Prior to registering with eRA Commons, applicant organizations must first obtain a Unique Entity Identifier (UEI) from SAM.gov, if needed (refer to Section IV. Applications and Submission Information, Section C). Organizations can register with eRA Commons in tandem with completing their full SAM and Grants.gov registrations; however, all registrations must be in place by time of application submission. eRA Commons requires organizations to identify at least one Signing Official (SO) and at least one Program Director/Principal Investigator (PD/PI) account in order to submit an application. This document sets out requirements for submitting to NOAA-OAR-SG-2025-29454. ",20.00,2025-01-14T16:44:19.9030000,2025-01-14T16:44:19.9030000,
2bd3e61cb787db3bc1474fcd52d685bd,Alumni Engagement Innovation Fund - Lebanon 2025,U.S. Mission to Lebanon,Grants.gov,2024-11-25T00:00:00.0000000,2025-01-31T00:00:00.0000000,"The Public Diplomacy Section at the U.S. Embassy in Beirut, Lebanon invites past participants (Alumni) of U.S. government-funded and U.S. government sponsored exchange programs to submit their concept notes for possible funding through the 2025 Alumni Engagement Innovation Fund (AEIF 2025). The concept notes should be comprised of a proposal from teams of at least two alumni that meet all program eligibility requirements below and a budget (see Section D below for required documents). Exchange alumni interested in applying for funding under this statement of interest should submit proposals with a completed budget to PDBeirutGrants@state.gov by January 30, 2025, at 11:59 PM Eastern Standard time. AEIF provides alumni of U.S. government-sponsored and facilitated exchange programs with funding to expand on skills gained during their exchange experience to design and implement innovative solutions to global challenges facing their community. Since its inception in 2011, AEIF has funded nearly 500 alumni-led projects around the world through a competitive global competition. U.S. Embassy Beirut will accept public service projects proposed and managed by teams of at least two (2) alumni that support the themes of promoting good governance, promoting experiential learning to support social cohesion and recovery, fostering social entrepreneurship, and protecting cultural heritage. Proposals with accessibility, diversity, equity, and inclusion components are highly encouraged. Proposals that do not address the theme as outlined in the program objectives will be deemed ineligible. All project activities must take place outside of the United States and its territories",21.92,2025-01-14T16:44:19.9000000,2025-01-14T16:44:19.9000000,
2bdd19bee3ebaf789327e31e67920ec8,Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trials Not Allowed),National Institutes of Health,Grants.gov,2024-12-02T00:00:00.0000000,2025-12-02T00:00:00.0000000,"This Notice of Funding Opportunity (NOFO) is intended to support novel environmental health research in which an unpredictable event or policy change provides a limited window of opportunity to collect human biological samples or environmental exposure data. The primary motivation of the NOFO is to understand the consequences of natural and human-made disasters, emerging environmental public health threats, and policy changes in the U.S. and abroad. A distinguishing feature of an appropriate study is the need for rapid review and funding, substantially shorter than the typical NIH grant review/award cycle, for the research question to be addressed and swiftly implemented. The shortened timeframe will be achieved by more frequent application due dates and expediting peer review, council concurrence and award issuance. The entire cycle, from submission to award, is expected to be within 4-6 months.",26.22,2025-01-14T16:44:20.6300000,2025-01-14T16:44:20.6300000,
2c1c252fb093274c03ff8e06b9d0c22a,Grand Opportunity in Medications Development for Substance-Use Disorders (U01 Clinical Trial Optional),National Institutes of Health,Grants.gov,2025-01-03T00:00:00.0000000,2025-08-12T00:00:00.0000000,The purpose of this notice of Funding Opportunity (NOFO) is to accelerate the development of medication for the treatment of Substance Use Disorders (SUDs) by encouraging research applications to support a diverse array of preclinical and/or clinical research projects. The goal is to fund medication studies that will have high impact and quickly yield the necessary results to advance medications closer to FDA approval. It is expected that these U01s will be short-term (funded for up to 3 years) and large (up to $5 million per year) cooperative agreements with close monitoring and significant scientific involvement of NIDA staff. This funding opportunity will enable critical medications development studies that would not be feasible using the traditional R01 activity code.,23.33,2025-01-14T16:44:21.4800000,2025-01-14T16:44:21.4800000,
2c44afcaab2afc7ce43bbbf2d04b117e,"59--CONNECTOR,RECEPTACL",Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=828f13ce6ba44f4f9cb9249fbc562e47,13.20,2025-01-14T16:44:17.3600000,2025-01-14T16:44:17.3600000,
2c4fc3b34849c6fabc6499387479877f,F25AS00133 Rhinoceros and Tiger Conservation Fund - ASIA FY25,Fish and Wildlife Service,Grants.gov,2024-12-10T00:00:00.0000000,2025-02-28T00:00:00.0000000,"U.S. Fish and Wildlife Service (USFWS) works with others to conserve, protect, and enhance fish, wildlife, plants, and their habitats for the continuing benefit of the American people. The purpose of USFWS is to protect the natural world so current and future generations can live with, live from, and find awe in lands, waters, and wildlife. USFWS envisions a future where people and nature thrive in an interconnected way and where every community feels part of and committed to the natural world around us. The USFWS International Affairs program works to coordinate domestic and international efforts to protect, restore, and enhance the world&#8217;s diverse wildlife and their habitats with a focus on species of international concern, including domestic species that range or migrate beyond our borders or are traded or trafficked internationally. We envision a world where all people value nature and conserve living resources for the well-being of life on Earth. The USFWS International Affairs program achieves its goals by providing financial support for important projects that achieve clear conservation results for key species and their habitats around the world. Congress passed the Rhinoceros and Tiger Conservation Act (16 U.S.C. &#167;5301) in 1994 because they recognized the increasing threats to tigers and rhinoceros and the American people&apos;s commitment to conserving these iconic species. This law helps protect tigers and all rhinoceros species by supporting conservation programs in their habitats. The goal of the Rhinoceros and Tiger Conservation Fund (RTCF) is effective, long-term conservation of rhinoceros and tigers and their habitats. RTCF supports projects that have lasting benefits for Asian rhinoceros and tigers. RTCF funds projects that are designed to increase rhino and tiger populations, manage their habitats, create protected areas, involve local communities and Indigenous peoples in conservation, deal with conflicts between people and wildlife, and educate the public about these animals.This RTCF NOFO invites applications for conservation projects in Asia that have lasting benefits and:Support protected areas and restore habitats where rhinoceros and tigers live in Asia.Ensure strong protections to stop illegal killing and end the illegal trade in live tigers and rhinos, their products, and their body parts.Work with local communities to protect biodiversity, plan how land is used, and provide alternative ways to earn a living that have lasting benefits.Promote coexistence by reducing the negative impacts of humans on Asian rhinoceros and tigers and their habitats, tackling the root causes of conflicts between humans and these animals, and finding solutions to minimize such conflicts.Conduct research on Asian rhinoceros and tiger populations and their habitats, that informs conservation decision-making, including surveys and monitoring.Enforce CITES and other relevant treaties and laws that prohibit or regulate the taking or trade of rhinoceros and tigers or control how their habitats are used and managed.Eliminate the demand for illegal rhinoceros and tiger parts, products, and live animals in countries that consume them.Reintroduce Asian rhinoceros to places where they once lived.Improve cooperation between countries to promote conservation of tigers and Asian rhinoceros across borders.",13.83,2025-01-14T16:44:20.8630000,2025-01-14T16:44:20.8630000,
2c57eb1c2626f059e293408760773b1d,Precision Measurement Grant Program,National Institute of Standards and Technology,Grants.gov,2024-10-25T00:00:00.0000000,2025-02-04T00:00:00.0000000,"The Precision Measurement Grant Program (PMGP) is seeking applications from eligible applicants for research work in the field of fundamental measurement, testing the basic laws of physics, and/or the determination of fundamental constants, with emphasis on pressing problems or emerging opportunities. ",15.14,2025-01-14T16:44:19.0470000,2025-01-14T16:44:19.0470000,
2c75da3dedba95b02588d2067c2ba10a,Programmed Repairs to the US Army Logistics Support Vessel (LSV) 7 - AMENDMENT 0008 (UPDATED 13 Jan 2025),Unknown,SAM.gov,2025-01-14T00:00:00.0000000,2099-12-31T23:59:59.0000000,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=2f2d8ad8e9e84a3f9e2c690700dbb053,17.97,2025-01-14T16:44:18.0300000,2025-01-14T16:44:18.0300000,
2ca99670881af70e83738d0e7a1ca3a8,Rural Decentralized Water System Grant Program,Rural Utilities Service,Grants.gov,2025-01-01T00:00:00.0000000,2025-03-04T00:00:00.0000000,"The DWS Grant Program has been established to help individuals with low to moderate incomes finance certain costs of household water wells and individually owned decentralized wastewater systems that they own or will own. Grants are made to eligible nonprofit organizations to establish and maintain a revolving fund to provide loans and sub-grants to eligible individuals for individually owned water well systems and/or individually owned wastewater systems. Loan and/or sub-grant funds may be used by the individual to construct, refurbish, rehabilitate, or replace decentralized water well or wastewater systems. For water well systems, funds may be used up to the point of entry to a home, which is the junction where water enters into a home water delivery system after being pumped from a well. For wastewater systems, in lieu of the point of entry, the point of exit is substituted. The point of exit is the junction where wastewater exits out of the home wastewater collection system into the septic tank and drain field. DWS grant funds may be used by the nonprofit recipient to pay administrative expenses associated with providing DWS loans and/or sub-grants.",21.23,2025-01-14T16:44:21.2700000,2025-01-14T16:44:21.2700000,
